hexcode,airline,registration,aircraft,aircraft_thumbnail,latitude,longitude,altitude,distance,first_seen_time
a7816a,Air Canada Rouge,C-GBIJ,A319 114,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,41.339272,-80.614492,38025,235.22294315903534,Sat May 17 21:17:40 2025
c06a7b,Air Transat,C-GOIK,A321 271NXSL,https://hexdb.io/static/aircraft-images/C-GOIK-thumb.jpg,43.565689,-79.774092,5500,36.478671395543756,Sat May 17 21:15:37 2025
c030a6,Air Canada,C-FSKZ,737MAX 8,https://hexdb.io/static/aircraft-images/C-FSKZ-thumb.jpg,43.113564,-81.006513,34000,137.431451794968,Sat May 17 21:24:20 2025
aa7f06,United Airlines,N77576,737MAX 9,https://hexdb.io/static/aircraft-images/N77576-thumb.jpg,42.629105,-80.18434,36000,120.71148910696074,Sat May 17 21:17:40 2025
c08934,Air Canada Express,C-GJIZ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.244655,-79.673898,14975,52.42291057294404,Sat May 17 21:22:16 2025
c04826,Air Canada Rouge,C-GBIJ,A319 114,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,41.339272,-80.614492,38025,235.22294315903534,Sat May 17 21:16:38 2025
a71db6,Flexjet,N558FX,Challenger 350,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.166397,-79.975912,45000,164.7925368184217,Sat May 17 21:17:40 2025
a423d7,Delta Air Lines,N366NW,A320 212,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.264359,-80.167236,30450,153.58267918734578,Sat May 17 21:17:40 2025
a023a5,American Airlines,N108NN,A321 231SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.111201,-79.900562,35000,171.17482753957063,Sat May 17 21:27:55 2025
aca6c0,American Airlines,N914NN,737NG 823/W,https://hexdb.io/static/aircraft-images/N914NN-thumb.jpg,43.081675,-80.433132,36000,101.4453419124459,Sat May 17 21:25:53 2025
aa55bd,American Eagle,N765ST,EMB-170 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.527527,-80.021792,35000,128.4777575204039,Sat May 17 21:19:44 2025
ad2445,JetBlue Airways,N946JL,A321 231SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.417049,-80.078515,36000,139.23603058813111,Sat May 17 21:20:45 2025
abb624,Southwest Airlines,N8539V,737NG 800/W,https://hexdb.io/static/aircraft-images/N8539V-thumb.jpg,41.55965,-80.156761,27975,225.94246119133464,Sat May 17 21:22:16 2025
4b191c,Swiss International Air Lines,HB-JNG,777 300ER,https://hexdb.io/static/aircraft-images/HB-JNG-thumb.jpg,42.409275,-80.272054,33000,139.9611926750256,Sat May 17 21:23:49 2025
a6b0bd,Delta Air Lines,N530DE,A321 271NXSL,https://hexdb.io/static/aircraft-images/N530DE-thumb.jpg,42.673965,-81.284658,32025,143.36362676643407,Sat May 17 21:35:04 2025
4d22a8,Maleth-Aero AOC Ltd,9H-MFS,A330 203,https://hexdb.io/static/aircraft-images/9H-MFS-thumb.jpg,42.155332,-79.864474,41025,166.7449829369629,Sat May 17 21:24:52 2025
a96857,Spirit Airlines,N705NK,A321 271NXSL,https://hexdb.io/static/aircraft-images/N705NK-thumb.jpg,41.77677,-80.334778,32975,198.81696240471373,Sat May 17 21:24:51 2025
c0614d,WestJet,C-GKWA,737NG 8CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.230689,-79.346989,13400,48.78073454128603,Sat May 17 21:24:52 2025
c084a3,Air Canada Rouge,C-GYFY,A321 211,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.712173,-79.543507,1950,14.987516504680473,Sat May 17 21:25:53 2025
c0884e,Porter Airlines,C-GZQB,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.463636,-80.837729,20450,129.5543947916246,Sat May 17 21:27:55 2025
c01e28,Air Canada,C-FLKX,A321 212,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.307826,-79.356406,11975,40.17505766176337,Sat May 17 21:29:57 2025
4cc577,Air Canada,C-FLKX,A321 212,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.377914,-79.401579,11100,32.28760610789047,Sat May 17 21:30:59 2025
780218,Cathay Pacific Airways,B-LIB,747 467ERF,https://hexdb.io/static/aircraft-images/B-LIB-thumb.jpg,43.889923,-79.6298,35000,33.42174595093002,Sat May 17 21:30:59 2025
a34aa0,Prime Air,N311AZ,767 338ERBDSF,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.464172,-79.934963,36000,134.42978995361472,Sat May 17 21:32:00 2025
aa141e,American Eagle,N749BM,EMB-170 SE,https://hexdb.io/static/aircraft-images/N749BM-thumb.jpg,42.613129,-79.992641,37000,120.07431351675326,Sat May 17 21:32:01 2025
c05bc8,Air Canada Rouge,C-GITR,A319 112,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.406906,-79.834588,27975,140.25108315607318,Sat May 17 21:47:06 2025
c0653f,Air Canada,C-GMIW,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.463791,-80.86391,19200,131.82994691594817,Sat May 17 21:35:03 2025
aa60bb,American Eagle,N768RD,EMB-170 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.655655,-79.704812,21000,113.55358474270695,Sat May 17 21:35:04 2025
a014c9,American Airlines,N104NN,A321 231SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.651859,-80.783046,34000,130.01886180773235,Sat May 17 21:44:01 2025
780cb6,Air China,B-2485,747 89L,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.845291,-80.083817,37000,68.14536338026439,Sat May 17 21:37:22 2025
a35c0b,JetBlue Airways,N3152J,A220 300,https://hexdb.io/static/aircraft-images/N3152J-thumb.jpg,42.599487,-80.107186,37000,122.41470840631284,Sat May 17 21:37:53 2025
a40027,American Airlines,N357PV,737NG 800/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.598938,-79.990768,37000,121.41629266640513,Sat May 17 21:39:54 2025
a3be8f,Delta Air Lines,N340NW,A320 212,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.367905,-80.274291,32050,143.5620100795447,Sat May 17 21:41:26 2025
acf69b,Delta Connection,N934XJ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.51169,-80.222423,30000,131.00813162396378,Sat May 17 21:44:01 2025
a61f05,Alaska Airlines,N494AS,737NG 990ER/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.104645,-80.185401,37025,168.9237932632728,Sat May 17 21:41:27 2025
a3696e,Delta Air Lines,N319NB,A319 114,https://hexdb.io/static/aircraft-images/N319NB-thumb.jpg,42.290863,-80.334715,32975,150.0237898995393,Sat May 17 21:42:58 2025
c07996,Air Transat,C-GUBD,A330 243,https://hexdb.io/static/aircraft-images/C-GUBD-thumb.jpg,43.548082,-79.788339,7000,38.20815568901248,Sat May 17 21:44:33 2025
a75dc7,FedEx Express,N574FE,MD-11 F,https://hexdb.io/static/aircraft-images/N574FE-thumb.jpg,43.00505,-80.770961,32775,122.35373435442465,Sat May 17 21:52:46 2025
a13af4,Delta Air Lines,N179DN,767 332ER/W,https://hexdb.io/static/aircraft-images/N179DN-thumb.jpg,42.629745,-80.202318,36000,120.8893491697777,Sat May 17 21:44:32 2025
a8fd2c,American Eagle,N679AE,ERJ-145 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.567506,-79.991136,31000,124.44512845103685,Sat May 17 21:44:32 2025
aa5a0e,United Express,N766YX,EMB-175 LR,https://hexdb.io/static/aircraft-images/N766YX-thumb.jpg,43.022827,-81.268871,33000,152.52456291689808,Sat May 17 21:44:33 2025
c038aa,Air Canada,C-FVLX,787 9,https://hexdb.io/static/aircraft-images/C-FVLX-thumb.jpg,43.659715,-79.684492,2400,27.054055636085554,Sat May 17 21:47:05 2025
a4423a,United Airlines,N37367,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.486511,-79.786148,36000,131.823273412167,Sat May 17 21:47:06 2025
aa5078,Avianca,N764AV,A320 251NSL,https://hexdb.io/static/aircraft-images/N764AV-thumb.jpg,43.410101,-79.422586,10450,28.825119782624938,Sat May 17 21:52:44 2025
a35854,JetBlue Airways,N3142J,A220 300,https://hexdb.io/static/aircraft-images/N3142J-thumb.jpg,42.466507,-79.975974,34000,134.27893512534,Sat May 17 21:52:44 2025
acfc05,Delta Air Lines,N936AT,717 231,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,41.80957,-79.9251,31000,203.19461914753234,Sat May 17 21:52:45 2025
c06aaa,Air Transat,C-GOKF,A321 271NXSL,https://hexdb.io/static/aircraft-images/C-GOKF-thumb.jpg,43.541984,-79.508645,8350,17.570935762173246,Sat May 17 21:52:46 2025
a070d7,United Airlines,N12754,737NG 7V3/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.048828,-81.43456,23000,164.26323274973183,Sat May 17 21:53:18 2025
adca0b,21st Century Fox America Inc,N988NC,G650 ER,https://hexdb.io/static/aircraft-images/N988NC-thumb.jpg,42.66359,-80.606881,43000,125.63205969348115,Sat May 17 21:56:54 2025
aa6533,United Express,N769YX,EMB-175 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.326096,-79.369961,11950,38.079855307889936,Sat May 17 21:54:50 2025
740827,Royal Jordanian Airlines,JY-BAG,787 8,https://hexdb.io/static/aircraft-images/JY-BAG-thumb.jpg,43.462007,-82.015686,36975,232.4121625714584,Sat May 17 21:55:52 2025
a126c9,United Airlines,N17306,737MAX 8,https://hexdb.io/static/aircraft-images/N17306-thumb.jpg,42.62677,-80.130033,40000,120.24735236947035,Sat May 17 21:56:54 2025
aa7e79,United Airlines,N77535,737NG 824/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,41.352127,-80.547485,37000,236.47252175345037,Sat May 17 21:59:26 2025
c08095,WestJet,C-GWSA,737NG 8CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.12306,-79.373736,15525,60.636620440778565,Sat May 17 21:59:26 2025
78926a,Cathay Pacific Airways,B-LXQ,A350 1041,https://hexdb.io/static/aircraft-images/B-LXQ-thumb.jpg,43.324814,-81.528838,39000,183.93236315504276,Sat May 17 22:00:58 2025
3949e5,Air France,F-GSPF,777 228ER,https://hexdb.io/static/aircraft-images/F-GSPF-thumb.jpg,42.556503,-79.9653,34875,125.35320882605035,Sat May 17 22:01:29 2025
ace1af,Delta Connection,N929XJ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.187163,-81.645682,30725,186.31816248659834,Sat May 17 22:09:03 2025
758525,Philippine Airlines,RP-C3501,A350 941,https://hexdb.io/static/aircraft-images/RP-C3501-thumb.jpg,44.018213,-79.716731,41000,49.65490923949916,Sat May 17 22:09:33 2025
a00d5b,American Airlines,N102NN,A321 231SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.414815,-79.891492,34000,139.42685632899597,Sat May 17 22:10:34 2025
c01551,WestJet,C-FIBW,737NG 7CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.321518,-79.366895,11650,38.60105309005182,Sat May 17 22:10:35 2025
c00e5c,Flair Airlines,C-FFLJ,737NG 86J/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.692261,-81.024362,26375,151.27784915063643,Sat May 17 22:17:47 2025
c02494,WestJet,C-FNWD,737MAX 8,https://hexdb.io/static/aircraft-images/C-FNWD-thumb.jpg,43.332825,-79.373985,12000,37.31780534470267,Sat May 17 22:14:09 2025
899032,EVA Air,B-16729,777 300ER,https://hexdb.io/static/aircraft-images/B-16729-thumb.jpg,43.73085,-79.516169,2500,13.584120024224784,Sat May 17 22:15:40 2025
c03261,Air Canada,C-FTCA,767 375ERBDSF,https://hexdb.io/static/aircraft-images/C-FTCA-thumb.jpg,43.68341,-80.129307,15075,68.2988846912794,Sat May 17 22:20:51 2025
ac1547,American Airlines,N878NN,737NG 823/W,https://hexdb.io/static/aircraft-images/N878NN-thumb.jpg,42.88583,-81.958989,31000,185.80583549737423,Sat May 17 22:16:42 2025
c07982,Cargojet Airways,C-GUAJ,767 35EERBCF,https://hexdb.io/static/aircraft-images/C-GUAJ-thumb.jpg,43.539749,-80.520107,21050,102.53622383049414,Sat May 17 22:21:24 2025
a3b4c8,Delta Air Lines,N338NW,A320 212,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.427849,-80.263175,22375,138.3532287093124,Sat May 17 22:17:46 2025
ab3007,Rich Aviation Inc,N82RP,Falcon 7X,https://hexdb.io/static/aircraft-images/N82RP-thumb.jpg,42.227783,-79.930531,18925,158.71136975334474,Sat May 17 22:17:47 2025
ac0e63,United Airlines,N876UA,A319 132,https://hexdb.io/static/aircraft-images/N876UA-thumb.jpg,43.469742,-81.86488,31000,219.58159109954497,Sat May 17 22:17:47 2025
c01c91,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.34848,-79.384397,11325,35.55324504669378,Sat May 17 22:20:51 2025
ab853f,Royal Air Freight Inc,N841TF,Learjet 35 A,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.957916,-79.440095,35800,79.0620626575686,Sat May 17 22:21:23 2025
c055d8,Air Canada Express,C-GGNF,DHC-8 402 NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.644492,-79.319916,1850,7.039970517905055,Sat May 17 22:21:24 2025
a41f37,Delta Air Lines,N365DN,A321 211SL,https://hexdb.io/static/aircraft-images/N365DN-thumb.jpg,42.715622,-80.702196,30000,125.82131953840681,Sun May 18 06:49:17 2025
ad6ecd,Avianca El Salvador,N965AV,A320 251NSL,https://hexdb.io/static/aircraft-images/N965AV-thumb.jpg,43.481598,-79.470052,8950,21.892521431524145,Sun May 18 06:49:18 2025
ab48bf,Delta Connection,N826SK,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N826SK-thumb.jpg,42.417206,-79.902129,26000,139.1821878398119,Sun May 18 06:51:19 2025
a8c32a,American Airlines,N664AW,A320 232,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.285947,-81.078775,27975,146.1636698725259,Sun May 18 07:02:33 2025
a91ab7,Spirit Airlines,N686NK,A321 231SL,https://hexdb.io/static/aircraft-images/N686NK-thumb.jpg,42.472321,-80.071605,36000,133.94776155925874,Sun May 18 06:52:21 2025
aa0292,Thunderun Aviation,N744N,Learjet 31 A,https://hexdb.io/static/aircraft-images/N744N-thumb.jpg,42.208961,-80.164362,16150,158.9454392566755,Sun May 18 06:53:53 2025
a39113,Delta Connection,N329PQ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.024649,-80.542799,28575,109.33409535303943,Sun May 18 07:02:33 2025
a3f7b8,Delta Air Lines,N355DN,A321 211SL,https://hexdb.io/static/aircraft-images/N355DN-thumb.jpg,43.549255,-80.224659,34000,76.2893796118597,Sun May 18 07:02:33 2025
a49f87,United Airlines,N39726,737NG 724/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.736038,-79.890768,22400,107.0530424726646,Sun May 18 06:57:57 2025
c0636c,Delta Air Lines,N355DN,A321 211SL,https://hexdb.io/static/aircraft-images/N355DN-thumb.jpg,43.53272,-80.153438,34000,70.08517993688294,Sun May 18 07:01:31 2025
780daa,China Southern Cargo,B-2028,777 F1B,https://hexdb.io/static/aircraft-images/B-2028-thumb.jpg,43.727215,-79.586727,1825,19.364320498073855,Sun May 18 07:00:31 2025
a40694,Delta Air Lines,N359DN,A321 211SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.511829,-80.234368,35250,131.06464674144956,Sun May 18 07:01:31 2025
010154,United Airlines,N68822,737NG 924ER/W,https://hexdb.io/static/aircraft-images/N68822-thumb.jpg,42.965195,-79.436135,36000,78.24279075417792,Sun May 18 07:01:31 2025
a762cc,United Parcel Service,N575UP,747 44AF,https://hexdb.io/static/aircraft-images/N575UP-thumb.jpg,43.987015,-79.727975,38000,47.693212928701904,Sun May 18 07:02:33 2025
c01729,Air Canada,C-FIUA,777 233LR,https://hexdb.io/static/aircraft-images/C-FIUA-thumb.jpg,43.729403,-79.518258,2400,13.668383868427263,Sun May 18 07:02:33 2025
